timestamp, xMetersPerSecSquared, yMetersPerSecSquared, zMetersPerSecSquared
16-07-21 14:47:10.152,0.6895301, -0.4213795, 8.963891
16-07-21 14:47:10.162,0.7661445, -0.4213795, 8.963891
16-07-21 14:47:10.285,0.80445176, -0.45968673, 8.963891
16-07-21 14:47:10.362,0.842759, -0.4213795, 9.040505
16-07-21 14:47:10.448,0.7278373, -0.38307226, 8.925584
16-07-21 14:47:10.509,0.80445176, -0.45968673, 8.925584
16-07-21 14:47:10.571,0.7661445, -0.45968673, 8.925584
16-07-21 14:47:10.690,0.7278373, -0.4213795, 8.963891
16-07-21 14:47:10.692,0.7661445, -0.4213795, 9.002198
16-07-21 14:47:10.817,0.7661445, -0.4213795, 8.963891
16-07-21 14:47:10.908,0.6895301, -0.38307226, 8.963891
16-07-21 14:47:10.979,0.7278373, -0.4213795, 8.963891
16-07-21 14:47:11.042,0.7661445, -0.38307226, 8.963891
16-07-21 14:47:11.148,0.7661445, -0.45968673, 9.002198
16-07-21 14:47:11.150,0.7661445, -0.4213795, 9.040505
16-07-21 14:47:11.276,0.7661445, -0.45968673, 9.002198
16-07-21 14:47:11.378,0.7661445, -0.49799395, 8.887277
16-07-21 14:47:11.385,0.7661445, -0.45968673, 9.040505
16-07-21 14:47:11.511,0.80445176, -0.4213795, 8.925584
16-07-21 14:47:11.574,0.7661445, -0.45968673, 8.963891
16-07-21 14:47:11.680,0.7661445, -0.4213795, 8.887277
16-07-21 14:47:11.682,0.7661445, -0.4213795, 8.925584
16-07-21 14:47:11.805,0.7661445, -0.45968673, 9.002198
16-07-21 14:47:11.901,0.7278373, -0.45968673, 8.925584
16-07-21 14:47:11.903,0.7661445, -0.38307226, 9.002198
16-07-21 14:47:12.032,0.7661445, -0.45968673, 8.925584
16-07-21 14:47:12.034,0.7661445, -0.4213795, 9.002198
16-07-21 14:47:12.185,0.7661445, -0.4213795, 8.963891
16-07-21 14:47:12.187,0.7661445, -0.45968673, 9.002198
16-07-21 14:47:12.342,0.7661445, -0.45968673, 8.925584
16-07-21 14:47:12.344,0.7661445, -0.45968673, 8.963891
