X,Y
-2.944,-37.260002
-2.944,-37.260002
-2.944,-37.260002
-2.944,-37.260002
-2.944,-37.260002
-4.6,-37.812
-4.6,-37.812
-4.6,-37.812
-6.256,-38.272
-6.256,-38.272
-6.256,-38.272
-6.256,-38.272
-7.8200006,-38.732002
-7.8200006,-38.732002
-7.8200006,-38.732002
-9.568,-38.916
-9.568,-38.916
-9.568,-38.916
-9.568,-38.916
-9.568,-38.916
-11.408,-39.1
-11.408,-39.1
-11.408,-39.1
-11.408,-39.1
-13.156,-39.008
-13.156,-39.008
-13.156,-39.008
-14.995999,-38.824
-14.995999,-38.824
-14.995999,-38.824
-14.995999,-38.824
-16.744,-38.732002
-16.744,-38.732002
-16.744,-38.732002
-16.744,-38.732002
-18.86,-38.364002
-18.86,-38.364002
-18.86,-38.364002
-20.976002,-37.72
-20.976002,-37.72
-20.976002,-37.72
-20.976002,-37.72
-20.976002,-37.72
-20.976002,-37.72
-23.092001,-36.892
-23.092001,-36.892
-23.092001,-36.892
-23.092001,-36.892
-24.932,-35.972004
-24.932,-35.972004
-24.932,-35.972004
-26.588001,-35.052002
-26.588001,-35.052002
-26.588001,-35.052002
-26.588001,-35.052002
-27.599998,-34.316
-27.599998,-34.316
-27.599998,-34.316
-27.599998,-34.316
-27.599998,-34.316
-28.703999,-33.488
-28.703999,-33.488
-28.703999,-33.488
-29.348001,-32.936
-29.348001,-32.936
-29.348001,-32.936
-29.348001,-32.936
-29.348001,-32.936
-30.084002,-32.292
-30.084002,-32.292
-30.084002,-32.292
-30.82,-31.464
-30.82,-31.464
-30.82,-31.464
-30.82,-31.464
-31.740002,-30.728
-31.740002,-30.728
-31.740002,-30.728
-31.740002,-30.728
-31.740002,-30.728
-32.292,-29.9
-32.292,-29.9
-32.292,-29.9
-32.292,-29.9
-33.12,-28.888002
-33.12,-28.888002
-33.12,-28.888002
-33.12,-28.888002
-33.764,-28.060001
-33.764,-28.060001
-33.764,-28.060001
-33.764,-28.060001
-34.316,-27.232
-34.316,-27.232
-34.316,-27.232
-34.316,-27.232
-34.868004,-26.22
-34.868004,-26.22
-34.868004,-26.22
-34.868004,-26.22
-35.236,-25.3
-35.236,-25.3
-35.236,-25.3
-35.236,-25.3
-35.236,-25.3
-35.236,-25.3
-35.604,-24.564001
-35.604,-24.564001
-35.604,-24.564001
-35.88,-24.104
-35.88,-24.104
-35.88,-24.104
-36.064003,-23.552
-36.064003,-23.552
-36.064003,-23.552
-36.064003,-23.552
-36.064003,-23.552
-36.156002,-23.368
-36.156002,-23.368
-36.156002,-23.368
-36.156002,-23.368
-36.064003,-23.460001
-36.064003,-23.460001
-36.064003,-23.460001
-36.064003,-23.460001
-36.064003,-23.460001
-36.064003,-23.460001
-36.064003,-23.460001
-36.064003,-23.460001
-36.064003,-23.460001
-36.156002,-23.460001
-36.156002,-23.460001
-36.156002,-23.460001
-36.156002,-23.368
-36.156002,-23.368
-36.156002,-23.368
-36.064003,-23.460001
-36.064003,-23.460001
-36.064003,-23.460001
-36.064003,-23.460001
-36.064003,-23.460001
-36.064003,-23.460001
-36.064003,-23.460001
-36.064003,-23.460001
-36.064003,-23.276001
-36.064003,-23.276001
-36.064003,-23.276001
-35.972004,-23.460001
-35.972004,-23.460001
-35.972004,-23.460001
-35.972004,-23.460001
-35.88,-23.368
-35.88,-23.368
-35.88,-23.368
-35.88,-23.368
-35.88,-23.368
-35.88,-23.368
-36.064003,-23.368
-36.064003,-23.368
-36.064003,-23.368
-35.88,-23.276001
-35.88,-23.276001
-35.88,-23.276001
-35.88,-23.276001
-35.972004,-23.368
-35.972004,-23.368
-35.972004,-23.368
-35.972004,-23.368
-35.972004,-23.368
-35.972004,-23.276001
-35.972004,-23.276001
-35.972004,-23.276001
-36.064003,-23.368
-36.064003,-23.368
-36.064003,-23.368
-35.972004,-23.460001
-35.972004,-23.460001
-35.972004,-23.460001
-35.972004,-23.460001
-35.972004,-23.276001
-35.972004,-23.276001
-35.972004,-23.276001
-35.972004,-23.276001
-35.972004,-23.368
-35.972004,-23.368
-35.972004,-23.368
-35.972004,-23.368
-35.972004,-23.368
-35.972004,-23.368
-35.972004,-23.368
-36.064003,-23.368
-36.064003,-23.368
-36.064003,-23.368
-36.064003,-23.368
-36.064003,-23.276001
-36.064003,-23.368
-36.064003,-23.368
-36.064003,-23.368
-36.064003,-23.368
-36.064003,-23.368
-36.064003,-23.368
-36.064003,-23.368
-35.972004,-23.276001
-35.972004,-23.276001
-35.972004,-23.276001
-36.064003,-23.368
-36.064003,-23.368
-36.064003,-23.368
-36.064003,-23.368
-36.064003,-23.368
-36.064003,-23.368
-36.064003,-23.368
-36.064003,-23.368
-36.064003,-23.368
-36.064003,-23.368
-36.064003,-23.368
-36.064003,-23.368
-36.064003,-23.368
-36.064003,-23.368
-36.064003,-23.368
-36.064003,-23.368
-36.156002,-23.368
-36.156002,-23.368
-36.156002,-23.368
-36.064003,-23.368
-36.064003,-23.368
-36.064003,-23.368
-36.156002,-23.184
-36.156002,-23.184
-36.156002,-23.184
-36.156002,-23.184
-36.34,-22.816
-36.34,-22.816
-36.34,-22.816
-36.34,-22.816
-36.34,-22.816
-36.524002,-22.080002
-36.524002,-22.080002
-36.524002,-22.080002
-36.524002,-22.080002
-36.8,-21.252
-36.8,-21.252
-36.8,-21.252
-36.892,-20.332
-36.892,-20.332
-36.892,-20.332
-36.892,-20.332
-36.892,-20.332
-37.168003,-19.320002
-37.168003,-19.320002
-37.168003,-19.320002
-37.168003,-19.320002
-37.444,-18.124
-37.444,-18.124
-37.444,-18.124
-37.536003,-16.652
-37.536003,-16.652
-37.536003,-16.652
-37.536003,-16.652
-37.628002,-15.272
-37.628002,-15.272
-37.628002,-15.272
-37.628002,-15.272
-37.628002,-15.272
-37.72,-13.524
-37.72,-13.524
-37.72,-13.524
-37.628002,-11.776
-37.628002,-11.776
-37.628002,-11.776
-37.628002,-11.776
-37.352,-9.936001
-37.352,-9.936001
-37.352,-9.936001
-37.352,-9.936001
-36.984,-8.188001
-36.984,-8.188001
-36.984,-8.188001
-36.984,-8.188001
-36.432,-6.6239996
-36.432,-6.6239996
-36.432,-6.6239996
-35.788,-4.876
-35.788,-4.876
-35.788,-4.876
-35.788,-4.876
-35.788,-4.876
-34.960003,-3.036
-34.960003,-3.036
-34.960003,-3.036
-33.856003,-1.104
-33.856003,-1.104
-33.856003,-1.104
-33.856003,-1.104
-32.568,0.552
-32.568,0.552
-32.568,0.552
-32.568,0.552
-32.568,0.552
-32.568,0.552
-31.188,2.3
-31.188,2.3
-31.188,2.3
-31.188,2.3
-29.624,3.68
-29.624,3.68
-29.624,3.68
-29.624,3.68
-28.244001,4.9680004
-28.244001,4.9680004
-28.244001,4.9680004
-26.680002,6.072
-26.680002,6.072
-26.680002,6.072
-24.84,7.1759996
-24.84,7.1759996
-24.84,7.1759996
-24.84,7.1759996
-24.84,7.1759996
-24.84,7.1759996
-23.184,7.912
-23.184,7.912
-23.184,7.912
-21.344,8.740001
-21.344,8.740001
-21.344,8.740001
-21.344,8.740001
-19.412,9.292001
-19.412,9.292001
-19.412,9.292001
-17.480001,9.752
-17.480001,9.752
-17.480001,9.752
-17.480001,9.752
-17.480001,9.752
-15.916,10.028
-15.916,10.028
-15.916,10.028
-15.916,10.028
-14.076,10.028
-14.076,10.028
-12.236001,9.936001
-12.236001,9.936001
-12.236001,9.936001
-12.236001,9.936001
-12.236001,9.936001
-10.488001,9.568
-10.488001,9.568
-10.488001,9.568
-10.488001,9.568
-8.924,9.384001
-8.924,9.384001
-7.36,9.2
-7.36,9.2
-7.36,9.2
-7.36,9.2
-7.36,9.2
-5.888,8.832
-5.888,8.832
-5.888,8.832
-5.888,8.832
-4.6920004,8.372
-4.6920004,8.372
-4.6920004,8.372
-4.6920004,8.372
-3.68,8.096001
-3.68,8.096001
-3.68,8.096001
-3.68,8.096001
-3.036,7.8200006
-3.036,7.8200006
-3.036,7.8200006
-3.036,7.8200006
-3.036,7.8200006
-2.852,7.5440006
-2.852,7.5440006
-2.852,7.5440006
-2.944,7.636
-2.944,7.636
-2.944,7.636
-2.944,7.636
-2.944,7.636
-2.944,7.636
-2.944,7.636
-2.944,7.636
-2.944,7.636
-2.852,7.728
-2.852,7.728
-2.852,7.728
-2.852,7.728
-2.852,7.728
-2.852,7.728
-2.852,7.728
-2.852,7.636
-2.852,7.636
-2.852,7.636
-2.852,7.636
-2.852,7.636
-2.944,7.636
-2.944,7.636
-2.944,7.636
-2.852,7.636
-2.852,7.636
-2.852,7.636
-2.852,7.5440006
-2.852,7.5440006
-2.852,7.5440006
-2.852,7.5440006
-2.852,7.5440006
-2.852,7.5440006
-2.852,7.728
-2.852,7.728
-2.852,7.728
-2.944,7.636
-2.944,7.636
-2.944,7.636
-2.944,7.636
-2.852,7.728
-2.852,7.728
-2.852,7.728
-2.852,7.728
-2.852,7.728
-2.944,7.728
-2.944,7.728
-2.944,7.728
-2.944,7.636
-2.944,7.636
-2.944,7.636
-2.944,7.636
-2.668,7.636
-2.668,7.636
-2.668,7.636
-2.668,7.636
-2.668,7.636
-2.208,7.452
-2.208,7.452
-2.208,7.452
-1.196,7.084
-1.196,7.084
-1.196,7.084
-1.196,7.084
-0.184,6.3480005
-0.184,6.3480005
-0.184,6.3480005
-0.184,6.3480005
1.3800001,5.5200005
1.3800001,5.5200005
1.3800001,5.5200005
1.3800001,5.5200005
1.3800001,5.5200005
2.944,4.324
2.944,4.324
4.6,2.7600002
4.6,2.7600002
4.6,2.7600002
6.3480005,1.0120001
6.3480005,1.0120001
6.3480005,1.0120001
6.3480005,1.0120001
6.3480005,1.0120001
6.3480005,1.0120001
7.8200006,-1.104
7.8200006,-1.104
7.8200006,-1.104
9.2,-3.22
9.2,-3.22
9.2,-3.22
10.12,-5.428
10.12,-5.428
10.12,-5.428
10.12,-5.428
10.12,-5.428
10.12,-5.428
10.948,-7.5440006
10.948,-7.5440006
10.948,-7.5440006
10.948,-7.5440006
11.408,-9.476
11.408,-9.476
11.408,-9.476
11.5,-11.5
11.5,-11.5
11.5,-11.5
11.5,-11.5
11.868,-13.247999
11.868,-13.247999
11.868,-13.247999
11.868,-13.247999
11.868,-13.247999
11.868,-13.247999
11.868,-14.995999
11.868,-14.995999
11.868,-14.995999
11.868,-16.744
11.868,-16.744
11.868,-16.744
11.5,-18.308
11.5,-18.308
11.5,-18.308
11.5,-18.308
11.5,-18.308
11.5,-18.308
11.224,-20.148
11.224,-20.148
11.224,-20.148
10.764001,-21.804
10.764001,-21.804
10.764001,-21.804
10.12,-23.736
10.12,-23.736
10.12,-23.736
10.12,-23.736
9.292001,-25.3
9.292001,-25.3
9.292001,-25.3
9.292001,-25.3
9.292001,-25.3
9.292001,-25.3
8.648,-26.772001
8.648,-26.772001
8.648,-26.772001
7.8200006,-28.060001
7.8200006,-28.060001
7.8200006,-28.060001
7.8200006,-28.060001
7.084,-29.164001
7.084,-29.164001
7.084,-29.164001
7.084,-29.164001
6.3480005,-30.268002
6.3480005,-30.268002
6.3480005,-30.268002
6.3480005,-30.268002
6.3480005,-30.268002
5.428,-31.372002
5.428,-31.372002
5.428,-31.372002
5.428,-31.372002
4.416,-32.292
4.416,-32.292
4.416,-32.292
3.5879998,-33.212
3.5879998,-33.212
3.5879998,-33.212
3.5879998,-33.212
3.5879998,-33.212
2.576,-34.04
2.576,-34.04
2.576,-34.04
2.576,-34.04
1.3800001,-34.960003
1.3800001,-34.960003
1.3800001,-34.960003
0,-35.788
0,-35.788
0,-35.788
0,-35.788
0,-35.788
-1.3800001,-36.524002
-1.3800001,-36.524002
-1.3800001,-36.524002
-1.3800001,-36.524002
-2.852,-37.352
-2.852,-37.352
-2.852,-37.352
-4.324,-37.812
-4.324,-37.812
-4.324,-37.812
-4.324,-37.812
-4.324,-37.812
-5.888,-38.456
-5.888,-38.456
-5.888,-38.456
-5.888,-38.456
-7.452,-38.732002
-7.452,-38.732002
-7.452,-38.732002
-7.452,-38.732002
-9.108,-39.008
-9.108,-39.008
-9.108,-39.008
-9.108,-39.008
-10.672,-39.284
-10.672,-39.284
-10.672,-39.284
-10.672,-39.284
-10.672,-39.284
-11.960001,-39.376
-11.960001,-39.376
-11.960001,-39.376
-13.340001,-39.468002
-13.340001,-39.468002
-13.340001,-39.468002
-14.444001,-39.284
-14.444001,-39.284
-14.444001,-39.284
-14.444001,-39.284
-14.444001,-39.284
-15.916,-39.192
-15.916,-39.192
-15.916,-39.192
-17.02,-39.1
-17.02,-39.1
-17.02,-39.1
-17.02,-39.1
-18.216,-38.732002
-18.216,-38.732002
-18.216,-38.732002
-18.216,-38.732002
-19.320002,-38.548
-19.320002,-38.548
-19.320002,-38.548
-19.320002,-38.548
-20.424002,-38.272
-20.424002,-38.272
-20.424002,-38.272
-20.424002,-38.272
-20.424002,-38.272
-21.344,-37.996
-21.344,-37.996
-21.344,-37.996
-22.356,-37.72
-22.356,-37.72
-22.356,-37.72
-22.356,-37.72
-22.356,-37.72
-22.356,-37.72
-23.184,-37.260002
-23.184,-37.260002
-23.184,-37.260002
-24.104,-36.8
-24.104,-36.8
-24.104,-36.8
-24.84,-36.524002
-24.84,-36.524002
-24.84,-36.524002
-24.84,-36.524002
-24.84,-36.524002
-24.84,-36.524002
-25.208,-36.248
-25.208,-36.248
-25.208,-36.248
-25.484001,-36.248
-25.484001,-36.248
-25.576002,-36.248
-25.576002,-36.248
-25.576002,-36.248
-25.576002,-36.248
-25.576002,-36.248
-25.576002,-36.248
-25.576002,-36.248
-25.484001,-36.34
-25.484001,-36.34
-25.484001,-36.248
-25.484001,-36.248
-25.484001,-36.248
-25.576002,-36.248
-25.576002,-36.248
-25.576002,-36.248
-25.576002,-36.248
-25.576002,-36.248
-25.576002,-36.248
-25.576002,-36.248
-25.576002,-36.248
-25.576002,-36.248
-25.576002,-36.34
-25.576002,-36.34
-25.576002,-36.34
-25.576002,-36.34
-25.484001,-36.248
-25.484001,-36.248
-25.484001,-36.248
-25.484001,-36.248
-25.484001,-36.248
-25.576002,-36.248
-25.576002,-36.248
-25.576002,-36.248
-25.576002,-36.248
-25.576002,-36.248
-25.576002,-36.248
-25.576002,-36.248
-25.576002,-36.248
-25.576002,-36.248
-25.576002,-36.34
-25.576002,-36.34
-25.484001,-36.34
-25.484001,-36.34
-25.484001,-36.34
-25.484001,-36.34
-25.484001,-36.34
-25.576002,-36.34
-25.576002,-36.34
-25.576002,-36.34
-25.484001,-36.34
-25.484001,-36.34
-25.484001,-36.34
-25.668001,-36.248
-25.668001,-36.248
-25.668001,-36.248
-25.668001,-36.248
-25.668001,-36.248
-26.128,-35.88
-26.128,-35.88
-26.128,-35.88
-26.680002,-35.512
-26.680002,-35.512
-26.680002,-35.512
-27.324,-35.052002
-27.324,-35.052002
-27.324,-35.052002
-27.324,-35.052002
-27.324,-35.052002
-27.324,-35.052002
-27.968002,-34.5
-27.968002,-34.5
-27.968002,-34.5
-28.888002,-33.764
-28.888002,-33.764
-28.888002,-33.764
-28.888002,-33.764
-29.9,-32.752003
-29.9,-32.752003
-29.9,-32.752003
-31.095999,-31.648
-31.095999,-31.648
-31.095999,-31.648
-32.108,-30.452002
-32.108,-30.452002
-32.108,-30.452002
-32.108,-30.452002
-33.028,-29.256
-33.028,-29.256
-33.028,-29.256
-33.028,-29.256
-33.028,-29.256
-33.856003,-28.060001
-33.856003,-28.060001
-33.856003,-28.060001
-34.776,-26.588001
-34.776,-26.588001
-34.776,-26.588001
-34.776,-26.588001
-35.604,-25.3
-35.604,-25.3
-35.604,-25.3
-35.604,-25.3
-35.604,-25.3
-36.064003,-23.644001
-36.064003,-23.644001
-36.064003,-23.644001
-36.524002,-22.356
-36.524002,-22.356
-36.524002,-22.356
-36.984,-20.7
-36.984,-20.7
-36.984,-20.7
-36.984,-20.7
-37.628002,-19.044
-37.628002,-19.044
-37.628002,-19.044
-37.628002,-19.044
-37.628002,-17.572
-37.628002,-17.572
-37.628002,-17.572
-37.628002,-16.468
-37.628002,-16.468
-37.628002,-16.468
-37.628002,-16.468
-37.628002,-16.468
-37.72,-14.995999
-37.72,-14.995999
-37.72,-14.995999
-37.72,-13.616
-37.72,-13.616
-37.72,-13.616
-37.72,-13.616
-37.536003,-12.144
-37.536003,-12.144
-37.536003,-12.144
-37.352,-10.764001
-37.352,-10.764001
-37.352,-10.764001
-37.352,-10.764001
-37.168003,-9.384001
-37.168003,-9.384001
-37.168003,-9.384001
-37.168003,-9.384001
-36.8,-7.912
-36.8,-7.912
-36.8,-7.912
-36.248,-6.3480005
-36.248,-6.3480005
-36.248,-6.3480005
-36.248,-6.3480005
-35.696,-5.152
-35.696,-5.152
-35.696,-5.152
-35.144,-3.956
-35.144,-3.956
-35.144,-3.956
-34.5,-2.668
-34.5,-2.668
-34.5,-2.668
-34.5,-2.668
-34.5,-2.668
-34.5,-2.668
-33.58,-1.288
-33.58,-1.288
-33.58,-1.288
-33.58,-1.288
-32.568,0.184
-32.568,0.184
-32.568,0.184
-31.372002,1.7480001
-31.372002,1.7480001
-31.372002,1.7480001
-31.372002,1.7480001
-30.084002,3.036
-30.084002,3.036
-30.084002,3.036
-30.084002,3.036
-30.084002,3.036
-28.796,4.14
-28.796,4.14
-28.796,4.14
-27.508,5.2440004
-27.508,5.2440004
-27.508,5.2440004
-27.508,5.2440004
-26.22,6.072
-26.22,6.072
-26.22,6.072
-26.22,6.072
-26.22,6.072
-25.024,6.8999996
-25.024,6.8999996
-25.024,6.8999996
-23.920002,7.452
-23.920002,7.452
-23.920002,7.452
-22.816,8.096001
-22.816,8.096001
-22.816,8.096001
-22.816,8.096001
-22.816,8.096001
-21.528002,8.556
-21.528002,8.556
-21.528002,8.556
-21.528002,8.556
-20.148,9.016001
-20.148,9.016001
-20.148,9.016001
-18.768002,9.292001
-18.768002,9.292001
-18.768002,9.292001
-18.768002,9.292001
-18.768002,9.292001
-18.768002,9.292001
-17.296,9.568
-17.296,9.568
-17.296,9.568
-15.824,9.844
-15.824,9.844
-15.824,9.844
-15.824,9.844
-14.444001,10.028
-14.444001,10.028
-14.444001,10.028
-14.444001,10.028
-14.444001,10.028
-12.972,10.028
-12.972,10.028
-12.972,10.028
-11.960001,10.028
-11.960001,10.028
-11.960001,10.028
-11.040001,10.028
-11.040001,10.028
-11.040001,10.028
-11.040001,10.028
-10.672,10.028
-10.672,10.028
-10.672,10.028
-10.672,10.028
-10.672,10.028
-10.672,9.936001
-10.672,9.936001
-10.672,9.936001
-10.672,10.12
-10.672,10.12
-10.672,10.12
-10.672,10.12
-10.672,10.12
-10.672,10.12
-10.672,10.12
-10.672,10.12
-10.672,10.12
-10.672,10.12
-10.672,10.12
-10.672,10.12
-10.672,10.12
-10.672,10.028
-10.672,10.028
-10.672,10.028
-10.672,10.12
-10.672,10.12
-10.672,10.12
-10.672,10.12
-10.672,10.12
-10.856,10.028
-10.856,10.028
-10.856,10.028
-10.856,10.028
-10.672,10.028
-10.672,10.028
-10.672,10.028
-10.672,10.028
-10.672,10.028
-10.672,10.028
-10.672,10.028
-10.672,10.028
-10.672,10.028
-10.764001,10.028
-10.764001,10.028
-10.764001,10.028
-10.58,10.028
-10.58,10.028
-10.58,10.028
-10.58,10.028
-10.764001,10.028
-10.764001,10.028
-10.764001,10.028
-10.764001,10.028
-10.764001,10.028
-10.764001,9.936001
-10.764001,9.936001
-10.764001,9.936001
-10.764001,9.936001
-10.764001,9.936001
-10.764001,9.936001
-10.672,9.936001
-10.672,9.936001
-10.672,9.936001
-10.672,9.936001
-10.672,9.936001
-10.672,9.936001
-10.672,9.936001
-10.672,9.936001
-10.764001,9.844
-10.764001,9.844
-10.764001,9.844
-10.58,9.844
-10.58,9.844
-10.58,9.844
-10.58,9.844
-10.58,9.844
-10.58,9.844
-10.58,9.844
-10.58,9.844
-10.58,9.844
-9.844,9.752
-9.844,9.752
-9.844,9.752
-9.016001,9.752
-9.016001,9.752
-9.016001,9.752
-9.016001,9.752
-9.016001,9.752
-8.096001,9.476
-8.096001,9.476
-8.096001,9.476
-8.096001,9.476
-8.096001,9.476
-6.9920006,9.292001
-6.9920006,9.292001
-6.9920006,9.292001
-6.9920006,9.292001
-5.704,9.016001
-5.704,9.016001
-5.704,9.016001
-5.704,9.016001
-5.704,9.016001
-4.2320004,8.464001
-4.2320004,8.464001
-2.7600002,7.912
-2.7600002,7.912
-2.7600002,7.912
-1.196,7.1759996
-1.196,7.1759996
-1.196,7.1759996
-1.196,7.1759996
-1.196,7.1759996
-1.196,7.1759996
0.368,6.44
0.368,6.44
0.368,6.44
1.7480001,5.428
1.7480001,5.428
1.7480001,5.428
3.128,4.416
3.128,4.416
3.128,4.416
3.128,4.416
3.128,4.416
4.14,3.4960003
4.14,3.4960003
4.14,3.4960003
5.2440004,2.576
5.2440004,2.576
5.2440004,2.576
5.2440004,2.576
6.164,1.564
6.164,1.564
6.164,1.564
7.1759996,0.184
7.1759996,0.184
7.1759996,0.184
7.1759996,0.184
7.1759996,0.184
8.188001,-1.0120001
8.188001,-1.0120001
8.188001,-1.0120001
8.924,-2.3
8.924,-2.3
8.924,-2.3
8.924,-2.3
8.924,-2.3
9.660001,-3.864
9.660001,-3.864
9.660001,-3.864
9.660001,-3.864
10.12,-5.336
10.12,-5.336
10.12,-5.336
10.12,-5.336
10.58,-6.8999996
10.58,-6.8999996
10.58,-6.8999996
10.58,-6.8999996
10.58,-6.8999996
11.224,-8.372
11.224,-8.372
11.224,-8.372
11.5,-9.752
11.5,-9.752
11.5,-9.752
11.776,-11.224
11.776,-11.224
11.776,-11.224
11.776,-11.224
11.868,-12.512
11.868,-12.512
11.868,-12.512
11.868,-12.512
11.868,-12.512
11.960001,-13.892001
11.960001,-13.892001
11.960001,-13.892001
11.960001,-15.364
11.960001,-15.364
11.960001,-15.364
11.868,-17.02
11.868,-17.02
11.868,-17.02
11.868,-17.02
11.868,-17.02
11.868,-17.02
11.868,-17.02
11.592,-18.492
11.592,-18.492
11.592,-18.492
11.408,-19.78
11.408,-19.78
11.408,-19.78
11.040001,-21.252
11.040001,-21.252
11.040001,-21.252
11.040001,-21.252
10.58,-22.632
10.58,-22.632
10.58,-22.632
10.028,-24.104
10.028,-24.104
10.028,-24.104
9.292001,-25.484001
9.292001,-25.484001
9.292001,-25.484001
8.648,-26.864
8.648,-26.864
8.648,-26.864
8.648,-26.864
